Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
110040,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
50204,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
100062,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
110095,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Below the national average
100246,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
110109,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
60076,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
100050,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
30092,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
50599,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Above the national average
50324,Acute Care Hospitals,Physician,TRUE,TRUE,5,Same as the national average
100266,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Above the national average
110135,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
110006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
40019,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
30069,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
60118,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,4,Not Available
30055,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
40085,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
50515,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
110018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
100049,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
100328,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Not Available
70020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
61318,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
100316,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
90005,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
10150,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
50315,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,1,Not Available
40002,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
50754,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
100213,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
100014,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Below the national average
70028,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
41323,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
10130,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
110100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
10006,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Below the national average
110042,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Above the national average
31304,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
100063,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Same as the national average
60032,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,Above the national average
51328,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Not Available
110124,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
110150,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
50104,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,2,Same as the national average
51311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Not Available
100084,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
100319,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
10173,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,Not Available,Not Available
50624,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
50070,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
110050,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
31301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
100329,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Not Available
31314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
50116,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
110027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
60009,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
31307,Critical Access Hospitals,Government - Federal,TRUE,TRUE,Not Available,Not Available
100287,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
110101,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
50397,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
50438,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
61319,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
110043,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
50211,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
60054,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
100128,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
110025,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
100206,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
50523,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
10120,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
50760,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Not Available
50300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
100177,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
11302,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
40076,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
21314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
70002,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Above the national average
50510,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Not Available
60013,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Same as the national average
50168,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Same as the national average
50778,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,3,Not Available
30105,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Above the national average
50696,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
70027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
20026,Acute Care Hospitals,Government - Federal,TRUE,TRUE,2,Same as the national average
30006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
51323,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
50517,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
30087,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Above the national average
50766,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
50236,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
50257,Acute Care Hospitals,Proprietary,FALSE,TRUE,2,Same as the national average
101313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
40071,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
30119,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
50235,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Above the national average
50292,Acute Care Hospitals,Government - Local,TRUE,TRUE,1,Same as the national average
100286,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
30085,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
51300,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
41311,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
61324,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,4,Not Available
50512,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
100321,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
10102,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
51320,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50382,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Above the national average
50191,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,2,Same as the national average
50057,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
100131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
100256,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
50135,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Above the national average
50686,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
50502,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Above the national average
30120,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,Not Available
60065,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
41308,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
10045,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Same as the national average
51304,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Same as the national average
50137,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,Not Available
50179,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
10055,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Below the national average
50234,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
61305,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
90006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
50028,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
50633,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Below the national average
30130,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50152,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
30136,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Not Available
110073,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
100117,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
50099,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Above the national average
63301,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
100093,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
50534,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
100140,Acute Care Hospitals,Government - Local,FALSE,TRUE,4,Same as the national average
60020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
110054,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
50782,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,3,Not Available
61312,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
110132,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
50608,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
10035,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
50570,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Above the national average
50588,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
50455,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
101310,Critical Access Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
40001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
50131,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
50067,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
100069,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
100154,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
50393,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
